Purchase ID,Supplier ID,Order Date,Total Cost,Status,Payment Terms,Delivery Time (days)
PO30571,SUP7737,2023-08-21,58267.76,Received,Prepaid,15
PO59242,SUP5370,2000-01-14,38671.41,Cancelled,Prepaid,30
PO59961,SUP8497,2025-12-28,6242.15,Received,Net 60,26
PO99806,SUP4887,2020-10-25,60435.32,Cancelled,Net 60,21
PO30635,SUP6508,2021-02-06,77977.48,Pending,Prepaid,26
PO65177,SUP3650,2005-03-08,22539.72,Cancelled,Prepaid,13
PO38924,SUP8497,2011-12-27,29437.47,Cancelled,Prepaid,17
PO51507,SUP9332,2013-04-07,23518.53,Cancelled,Prepaid,14
PO40491,SUP5822,2023-07-05,4650.16,Cancelled,Net 30,15
PO48282,SUP4281,2022-05-09,43398.08,Received,Net 30,9
PO33260,SUP7450,2019-11-02,17928.71,Received,Net 30,21
PO80886,SUP5193,2016-02-21,39446.42,Received,Net 60,27
PO39582,SUP3112,2005-05-14,82285.45,Pending,Net 30,6
PO48370,SUP7098,2025-12-20,5766.13,Pending,Net 60,20
PO49969,SUP8463,2009-02-02,39852.79,Received,Prepaid,29
PO88983,SUP8191,2011-08-22,31875.19,Received,Prepaid,17
PO87538,SUP7646,2011-07-27,8172.98,Pending,Prepaid,19
PO26310,SUP5804,2012-07-19,81398.94,Cancelled,Net 60,19
PO92597,SUP7646,2018-05-26,21683.04,Received,Prepaid,21
PO16122,SUP7450,2002-06-03,73272.86,Cancelled,Net 30,26
PO52939,SUP5061,2006-03-17,27406.18,Received,Net 30,12
PO96049,SUP7450,2000-03-28,28629.84,Cancelled,Prepaid,22
PO55326,SUP4281,2000-12-01,81113.23,Received,Net 60,11
PO89584,SUP2789,2023-10-17,43381.59,Received,Prepaid,10
PO90850,SUP3112,2000-05-19,64040.2,Pending,Net 60,9
PO23778,SUP3112,2012-02-03,20727.97,Received,Prepaid,19
PO45057,SUP4887,2001-06-16,93644.16,Pending,Prepaid,11
PO18024,SUP3650,2017-08-12,72071.94,Received,Net 60,16
PO54415,SUP4297,2016-06-22,15845.69,Pending,Net 30,17
PO51969,SUP4281,2009-04-25,95421.99,Cancelled,Net 60,16
PO73388,SUP2144,2025-05-23,95087.23,Received,Net 30,15
PO30418,SUP6593,2010-09-16,89611.58,Cancelled,Net 60,16
PO94448,SUP9506,2001-03-15,5244.06,Received,Net 60,22
PO38862,SUP4281,2012-11-26,59828.17,Pending,Net 60,17
PO23561,SUP6660,2021-12-19,30737.81,Received,Net 30,27
PO75323,SUP2842,2023-02-04,16649.6,Pending,Prepaid,17
PO65452,SUP7304,2012-04-05,52702.51,Pending,Prepaid,17
PO60546,SUP5961,2003-08-10,4300.99,Received,Prepaid,13
PO49098,SUP5193,2012-12-25,20457.6,Received,Prepaid,12
PO14586,SUP7965,2015-12-08,2166.45,Cancelled,Net 60,18
PO51586,SUP5804,2022-06-13,74061.1,Received,Prepaid,19
PO89470,SUP5961,2020-01-06,29930.82,Received,Net 30,14
PO75404,SUP2122,2020-01-23,72719.35,Received,Net 30,11
PO56002,SUP8689,2019-04-19,61868.78,Pending,Prepaid,15
PO87319,SUP9747,2014-01-06,40153.61,Pending,Net 30,8
PO93701,SUP7109,2016-04-14,59771.91,Pending,Net 30,27
PO88110,SUP6593,2012-12-26,21860.05,Pending,Net 60,29
PO54050,SUP4281,2013-07-08,59496.05,Pending,Net 60,27
PO60330,SUP3110,2004-05-02,50956.34,Cancelled,Net 30,25
PO74070,SUP5961,2004-11-27,38558.85,Cancelled,Net 60,19
PO98713,SUP4297,2008-08-27,49332.19,Cancelled,Prepaid,9
PO77842,SUP8497,2017-11-21,7438.13,Pending,Net 60,27
PO31252,SUP8721,2017-08-08,31169.59,Cancelled,Prepaid,27
PO38708,SUP5804,2003-10-14,31501.69,Received,Prepaid,12
PO15241,SUP2144,2022-07-10,75573.45,Received,Prepaid,22
PO10707,SUP3704,2014-05-02,69200.41,Pending,Net 30,29
PO73744,SUP4281,2014-07-17,61225.77,Pending,Prepaid,22
PO91004,SUP3112,2017-11-25,15437.48,Received,Net 30,17
PO60053,SUP4887,2000-02-16,61417.97,Cancelled,Net 60,5
PO53730,SUP7737,2017-02-14,85834.86,Pending,Net 60,20
PO40681,SUP9332,2010-12-10,59039.64,Received,Net 30,28
PO13245,SUP6523,2010-02-10,61008.08,Pending,Prepaid,24
PO53173,SUP4887,2021-09-22,4280.69,Pending,Net 30,29
PO55541,SUP7304,2012-09-24,35460.02,Pending,Prepaid,28
PO21534,SUP6508,2015-01-03,17100.17,Received,Net 60,18
PO61288,SUP8497,2012-06-21,24451.52,Received,Prepaid,17
PO98462,SUP9747,2005-01-21,29179.2,Received,Net 30,5
PO76311,SUP8689,2023-11-03,70925.49,Pending,Prepaid,15
PO20405,SUP7304,2019-10-13,79009.95,Cancelled,Net 60,9
PO24861,SUP6898,2011-06-17,75998.23,Cancelled,Net 60,19
PO37009,SUP3492,2001-10-23,57250.17,Cancelled,Net 60,17
PO90764,SUP3110,2004-01-08,68046.21,Pending,Net 60,14
PO90698,SUP5193,2015-07-25,72220.44,Received,Prepaid,29
PO10237,SUP1445,2023-04-03,62764.88,Pending,Net 60,13
PO81619,SUP2275,2006-06-26,84520.56,Cancelled,Net 60,23
PO53379,SUP9332,2009-08-26,83894.8,Cancelled,Net 30,19
PO91472,SUP6898,2023-05-23,24798.67,Received,Prepaid,23
PO19730,SUP1888,2005-12-26,7946.55,Received,Net 60,16
PO53139,SUP4515,2025-10-11,34500.12,Received,Prepaid,11
PO30253,SUP7201,2018-10-19,86622.97,Pending,Prepaid,11
PO25297,SUP7450,2025-11-12,74217.98,Received,Prepaid,6
PO16599,SUP7737,2008-02-19,11683.71,Cancelled,Net 30,7
PO31663,SUP8689,2013-11-24,51996.19,Cancelled,Net 60,12
PO53385,SUP8689,2014-05-21,65796.42,Cancelled,Net 30,22
PO34526,SUP4297,2019-10-07,94899.59,Pending,Prepaid,21
PO32181,SUP3112,2005-12-03,50692.63,Received,Net 30,7
PO52837,SUP6508,2012-12-08,81007.44,Pending,Net 30,23
PO34658,SUP7109,2013-10-21,40237.14,Pending,Net 60,23
PO27787,SUP7737,2000-12-18,49442.65,Pending,Net 30,27
PO56593,SUP3492,2005-11-11,976.82,Pending,Net 60,11
PO72303,SUP5370,2019-07-17,39190.48,Received,Net 60,29
PO31772,SUP5804,2011-09-11,28944.71,Received,Net 30,17
PO74294,SUP4001,2010-04-12,95556.48,Received,Prepaid,19
PO51849,SUP9747,2023-07-18,28258.7,Cancelled,Net 60,9
PO55800,SUP4515,2002-02-12,55076.63,Received,Net 30,25
PO72038,SUP6523,2024-08-16,65347.0,Cancelled,Net 30,9
PO74677,SUP7201,2020-07-10,59898.99,Cancelled,Prepaid,29
PO54026,SUP3110,2021-11-11,10681.21,Cancelled,Net 60,26
PO68401,SUP4297,2015-09-28,95462.11,Pending,Net 60,25
PO24220,SUP7646,2002-07-04,69758.72,Received,Net 60,21
PO59296,SUP4297,2021-03-22,65769.38,Cancelled,Net 60,23
PO69297,SUP8721,2005-10-28,26243.46,Pending,Prepaid,19
PO10812,SUP9506,2015-12-16,51015.28,Pending,Net 60,26
PO95799,SUP2317,2023-09-17,51269.71,Received,Net 60,8
PO45796,SUP2842,2000-08-27,68444.81,Cancelled,Net 60,16
PO57980,SUP7450,2003-01-10,32017.96,Cancelled,Net 30,10
PO22624,SUP7450,2023-03-04,7913.91,Received,Net 60,21
PO29619,SUP7201,2023-05-19,19875.12,Received,Net 30,5
PO55732,SUP9768,2019-03-13,72260.52,Pending,Net 60,7
PO92998,SUP2842,2008-04-04,25505.48,Pending,Prepaid,18
PO47863,SUP6523,2007-04-18,1005.99,Received,Prepaid,18
PO94388,SUP2144,2025-07-04,19103.76,Pending,Net 30,13
PO80314,SUP7786,2008-01-20,28218.59,Pending,Net 30,21
PO15835,SUP2144,2017-08-05,85662.54,Pending,Prepaid,17
PO88576,SUP9747,2019-02-07,56161.87,Received,Net 60,29
PO58808,SUP6660,2020-11-02,71726.27,Received,Net 60,15
PO62293,SUP6593,2000-12-28,85887.94,Pending,Net 30,19
PO19847,SUP9332,2004-02-20,9011.38,Pending,Prepaid,20
PO55410,SUP8689,2021-07-26,72081.66,Cancelled,Prepaid,18
PO15220,SUP6660,2011-08-09,47357.11,Received,Net 60,12
PO25092,SUP7450,2019-05-21,13351.49,Pending,Net 60,8
PO73792,SUP4001,2020-09-10,83858.03,Received,Net 60,14
PO58999,SUP6593,2011-02-17,68383.53,Cancelled,Prepaid,9
PO44232,SUP4738,2014-07-28,63115.18,Received,Net 30,30
PO26973,SUP5370,2005-02-03,20354.14,Received,Prepaid,20
PO75696,SUP6593,2012-12-10,44819.14,Cancelled,Net 60,27
PO17896,SUP7737,2002-02-02,6173.41,Pending,Net 30,15
PO48963,SUP9747,2022-12-04,81157.52,Pending,Prepaid,17
PO68617,SUP8721,2012-04-16,72742.26,Received,Net 30,26
PO35100,SUP9768,2020-04-18,19347.04,Received,Net 60,11
PO18625,SUP1445,2013-02-12,48690.91,Cancelled,Prepaid,15
PO69298,SUP4001,2021-10-09,3960.97,Cancelled,Net 30,5
PO60206,SUP2275,2020-04-22,5940.8,Cancelled,Net 30,25
PO74533,SUP3650,2024-06-02,47756.64,Pending,Net 60,9
PO58768,SUP3650,2024-04-11,23647.5,Cancelled,Net 60,6
PO16891,SUP2317,2010-07-26,69676.32,Pending,Net 60,27
PO48821,SUP9332,2013-09-13,87670.94,Received,Prepaid,23
PO12038,SUP4515,2007-08-22,63418.34,Cancelled,Prepaid,14
PO98464,SUP7450,2001-05-09,77017.19,Cancelled,Net 60,21
PO67854,SUP6508,2020-03-18,38176.26,Received,Net 60,27
PO67444,SUP4887,2011-01-24,53261.06,Pending,Net 60,10
PO87097,SUP1445,2002-09-26,72017.13,Cancelled,Net 60,10
PO83627,SUP7849,2011-03-09,60906.95,Cancelled,Prepaid,18
PO41972,SUP8689,2002-02-22,68817.27,Received,Prepaid,9
PO21206,SUP8497,2011-07-03,98113.8,Pending,Prepaid,6
PO72296,SUP7304,2016-01-05,97930.4,Pending,Net 30,15
PO50299,SUP9747,2019-06-09,62891.29,Received,Net 30,11
PO10947,SUP8689,2001-05-23,53696.64,Pending,Net 60,19
PO59001,SUP5822,2013-09-01,73285.07,Pending,Prepaid,14
PO48855,SUP6523,2020-11-03,74368.38,Received,Prepaid,8
PO31754,SUP8191,2021-10-14,70526.59,Pending,Net 60,17
PO69130,SUP7849,2001-11-22,42010.27,Received,Net 60,30
PO35929,SUP6898,2017-11-05,15002.57,Pending,Net 60,7
PO22598,SUP2122,2019-01-20,85253.91,Received,Net 60,30
PO79234,SUP9332,2011-06-20,87701.22,Cancelled,Prepaid,18
PO87706,SUP5370,2009-03-01,33191.23,Received,Net 30,17
PO38570,SUP8721,2007-04-28,87010.29,Pending,Net 30,10
PO36112,SUP8689,2014-09-26,95467.0,Pending,Prepaid,7
PO37520,SUP6593,2008-02-19,21428.82,Cancelled,Net 60,12
PO43725,SUP6593,2008-10-11,21536.79,Pending,Net 30,24
PO83825,SUP3492,2013-07-19,39832.52,Pending,Net 30,29
PO22574,SUP7304,2022-01-22,75392.45,Pending,Net 30,25
PO41187,SUP2275,2013-07-28,67702.39,Received,Prepaid,11
PO82025,SUP5370,2024-04-17,56097.14,Pending,Net 30,11
PO25362,SUP7287,2025-12-22,11411.84,Pending,Net 60,6
PO92432,SUP1445,2021-03-18,99526.33,Received,Net 30,12
PO23203,SUP6523,2002-04-16,94463.99,Pending,Net 60,8
PO65231,SUP5961,2022-11-22,98007.01,Cancelled,Prepaid,27
PO65804,SUP6523,2017-03-09,16325.45,Cancelled,Prepaid,25
PO28818,SUP7201,2024-03-23,10923.96,Pending,Prepaid,7
PO20276,SUP8689,2005-06-04,5632.1,Received,Prepaid,29
PO39162,SUP5193,2018-11-26,69167.06,Pending,Prepaid,25
PO13289,SUP2122,2016-08-18,60246.58,Received,Prepaid,20
PO50381,SUP9332,2015-11-13,17157.26,Received,Net 60,24
PO87517,SUP2275,2005-05-08,67608.98,Pending,Net 60,21
PO89283,SUP7849,2008-11-13,9963.09,Cancelled,Prepaid,28
PO96845,SUP7849,2016-12-04,45977.19,Cancelled,Prepaid,7
PO82516,SUP9768,2001-07-23,57597.77,Cancelled,Net 60,9
PO60447,SUP4281,2010-01-08,56310.57,Pending,Net 60,18
PO27871,SUP4887,2022-11-09,84323.76,Cancelled,Net 30,24
PO12801,SUP5804,2020-02-11,78535.62,Pending,Prepaid,5
PO35862,SUP6523,2011-11-17,52307.31,Pending,Prepaid,13
PO42710,SUP5961,2000-11-07,72506.01,Pending,Prepaid,20
PO49014,SUP7646,2007-03-19,67844.27,Received,Prepaid,20
PO65440,SUP4738,2014-07-07,21078.68,Pending,Prepaid,11
PO45923,SUP3704,2004-11-20,73933.97,Received,Prepaid,6
PO64171,SUP7304,2025-06-27,46824.27,Pending,Prepaid,29
PO22271,SUP6508,2025-09-20,5979.07,Received,Net 30,8
PO76947,SUP4515,2018-10-18,25811.38,Cancelled,Net 60,28
PO11869,SUP4738,2018-11-22,83092.32,Received,Net 60,21
PO11052,SUP4738,2001-06-28,96138.29,Received,Net 30,26
PO47354,SUP7965,2011-08-25,35693.41,Received,Net 60,11
PO77095,SUP7737,2002-07-26,38601.11,Cancelled,Net 60,5
PO76175,SUP8689,2004-12-11,87665.3,Cancelled,Net 60,10
PO73127,SUP7304,2017-08-22,75155.15,Received,Net 60,28
PO85967,SUP5961,2016-07-25,74768.59,Pending,Net 30,23
PO72743,SUP7786,2005-10-04,70667.13,Cancelled,Prepaid,24
PO92113,SUP7304,2004-01-13,20381.64,Cancelled,Net 60,8
PO61064,SUP9506,2013-06-19,66689.46,Cancelled,Prepaid,27
PO70243,SUP4887,2018-06-23,74016.22,Pending,Prepaid,26
PO56822,SUP6523,2018-11-09,30214.38,Received,Prepaid,8
PO15615,SUP5061,2013-12-15,97684.02,Pending,Net 60,28
PO93851,SUP2789,2000-11-03,20337.15,Received,Net 30,26
PO31594,SUP5061,2007-08-26,93834.33,Cancelled,Net 60,25
PO59396,SUP2144,2022-10-27,39211.35,Cancelled,Prepaid,14
PO56560,SUP3110,2013-08-02,36526.44,Received,Prepaid,19
PO72516,SUP3704,2006-07-01,16593.72,Pending,Prepaid,20
PO22333,SUP8497,2022-06-02,43687.06,Received,Prepaid,7
PO31155,SUP7965,2019-03-28,30426.98,Cancelled,Prepaid,23
PO99416,SUP2122,2021-07-02,19308.97,Cancelled,Net 60,26
PO18319,SUP8463,2016-01-22,19572.53,Cancelled,Prepaid,12
PO97242,SUP7737,2020-03-27,53248.09,Received,Net 30,14
PO78209,SUP7737,2008-06-27,71919.18,Cancelled,Net 60,12
PO48036,SUP6898,2014-02-04,38726.61,Cancelled,Net 60,19
PO42747,SUP2275,2009-01-03,84475.46,Pending,Prepaid,16
PO16451,SUP3492,2008-09-24,72306.86,Pending,Net 30,14
PO71742,SUP7304,2022-04-18,8626.0,Received,Net 30,25
PO15638,SUP4001,2012-11-25,88654.66,Cancelled,Net 60,14
PO73343,SUP8497,2003-11-27,12915.23,Received,Prepaid,18
PO99089,SUP4281,2001-02-17,83326.45,Received,Net 30,28
PO67215,SUP7646,2014-07-08,96408.36,Received,Net 60,14
PO17462,SUP6523,2007-03-23,41847.91,Cancelled,Prepaid,16
PO51964,SUP9747,2020-11-27,37401.64,Received,Prepaid,18
PO85134,SUP9332,2023-02-16,74441.45,Received,Net 30,20
PO73732,SUP2789,2010-04-28,21249.39,Received,Net 60,28
PO14063,SUP7646,2014-03-20,67902.39,Pending,Net 60,9
PO28732,SUP3112,2008-11-07,28986.93,Received,Prepaid,24
PO53350,SUP3492,2001-02-03,86855.65,Received,Net 60,26
PO41563,SUP3650,2001-09-09,31352.18,Pending,Net 30,22
PO58103,SUP3650,2016-07-28,7115.79,Cancelled,Net 60,26
PO66420,SUP4887,2025-08-15,64143.83,Cancelled,Net 60,27
PO73134,SUP3492,2021-03-12,11086.66,Received,Prepaid,20
PO25430,SUP8689,2020-01-09,48098.32,Cancelled,Net 60,11
PO34753,SUP2275,2025-02-11,19160.37,Pending,Net 60,16
PO68856,SUP2842,2024-01-12,48483.52,Received,Prepaid,14
PO73441,SUP9747,2008-11-28,40932.26,Received,Prepaid,10
PO28616,SUP2789,2016-05-11,93492.98,Received,Net 30,9
PO70148,SUP7304,2006-10-13,91523.99,Cancelled,Net 30,23
PO80740,SUP3112,2021-09-14,15825.0,Cancelled,Prepaid,18
PO55851,SUP5804,2021-12-14,74478.4,Cancelled,Net 60,6
PO22971,SUP9506,2015-08-11,38668.72,Received,Net 60,11
PO24414,SUP2122,2006-01-06,873.92,Received,Net 30,24
PO75084,SUP5061,2022-11-14,95624.19,Cancelled,Net 60,29
PO61174,SUP8191,2021-05-25,42270.79,Cancelled,Net 30,20
PO87028,SUP4515,2019-09-01,75618.62,Cancelled,Net 30,29
PO34824,SUP4297,2010-10-02,47007.98,Pending,Net 30,12
PO29472,SUP2789,2000-05-05,84606.69,Cancelled,Net 30,8
PO62861,SUP5193,2007-05-20,66316.38,Received,Net 60,5
PO71608,SUP5804,2009-08-19,68157.0,Pending,Net 60,26
PO99896,SUP2144,2016-06-23,83385.86,Pending,Net 60,29
PO46338,SUP5804,2025-04-18,95259.68,Cancelled,Net 60,19
PO69904,SUP6523,2000-06-16,43525.01,Cancelled,Prepaid,14
PO63350,SUP4887,2015-10-21,69779.63,Pending,Prepaid,10
PO88811,SUP7287,2007-04-20,52971.17,Pending,Net 30,25
PO96576,SUP8497,2001-10-15,27801.26,Cancelled,Net 60,28
PO73810,SUP2122,2006-09-12,52744.37,Pending,Net 60,20
PO60737,SUP5822,2010-09-05,76777.07,Pending,Net 60,7
PO72829,SUP9506,2025-06-06,34148.13,Received,Net 60,30
PO53988,SUP7450,2004-02-14,42539.05,Received,Net 60,16
PO73848,SUP5804,2009-06-17,96198.1,Pending,Prepaid,26
PO75317,SUP6508,2001-04-22,32460.24,Pending,Prepaid,25
PO33649,SUP3112,2015-11-21,15175.84,Cancelled,Net 60,18
PO87440,SUP4515,2003-12-16,5550.06,Received,Prepaid,6
PO88726,SUP7646,2008-02-02,67486.86,Cancelled,Net 30,13
PO57219,SUP5961,2011-12-15,81971.58,Cancelled,Net 30,5
PO44477,SUP7201,2017-10-09,75476.91,Received,Net 30,27
PO59338,SUP8497,2024-11-06,94284.81,Pending,Net 30,27
PO65711,SUP3112,2003-02-24,70927.76,Received,Prepaid,10
PO28505,SUP2317,2007-07-10,62889.03,Cancelled,Net 30,25
PO63887,SUP2789,2001-11-09,10385.81,Cancelled,Net 60,9
PO57967,SUP2789,2005-02-21,42516.24,Cancelled,Net 60,10
PO51254,SUP7786,2009-02-24,71128.79,Cancelled,Net 60,18
PO57120,SUP7737,2024-06-05,81695.44,Cancelled,Net 60,28
PO59823,SUP2317,2008-12-10,50526.44,Cancelled,Prepaid,15
PO69060,SUP2144,2015-12-13,99081.77,Pending,Net 60,25
PO81467,SUP7287,2000-12-22,3647.34,Pending,Net 30,5
PO45857,SUP5193,2018-04-16,48835.4,Received,Prepaid,24
PO48256,SUP5961,2013-03-18,67829.65,Pending,Net 30,26
PO40663,SUP9768,2025-08-12,44524.25,Cancelled,Prepaid,21
PO16131,SUP8689,2005-07-06,59561.64,Cancelled,Net 60,9
PO87264,SUP2122,2024-07-19,3206.73,Pending,Prepaid,16
PO63792,SUP4297,2015-10-05,19876.98,Received,Net 60,15
PO55590,SUP6898,2013-02-10,72685.23,Pending,Prepaid,13
PO78827,SUP8497,2013-12-17,17963.72,Pending,Prepaid,13
PO72506,SUP9747,2022-11-24,57686.47,Pending,Prepaid,15
PO95792,SUP2275,2011-06-19,85881.82,Cancelled,Prepaid,28
PO91654,SUP6593,2011-08-24,16999.27,Pending,Net 60,24
PO90669,SUP2317,2004-10-15,24527.53,Cancelled,Prepaid,6
PO92657,SUP2122,2024-04-12,44475.69,Cancelled,Net 60,14
PO34469,SUP3704,2024-10-07,62757.95,Pending,Prepaid,5
PO70444,SUP7646,2000-09-07,46925.62,Received,Net 30,15
PO42936,SUP6508,2022-02-01,35032.83,Cancelled,Net 30,16
PO65040,SUP9332,2023-10-18,81721.68,Cancelled,Net 30,27
PO28991,SUP6593,2002-01-15,53908.91,Cancelled,Net 60,28
PO56732,SUP4297,2009-06-13,73791.94,Cancelled,Net 30,11
PO13426,SUP2789,2012-10-17,48434.51,Pending,Net 30,13
PO58324,SUP1445,2007-05-13,767.65,Cancelled,Net 60,16
PO35158,SUP5961,2015-12-17,5471.96,Pending,Net 60,7
PO36117,SUP9768,2003-07-13,11525.63,Pending,Prepaid,13
PO94627,SUP2789,2006-02-20,32253.65,Cancelled,Net 30,10
PO18619,SUP5804,2004-12-18,7250.73,Received,Net 60,5
PO59634,SUP7737,2008-05-15,84556.45,Cancelled,Prepaid,30
PO26360,SUP2122,2009-05-16,48663.68,Received,Prepaid,24
PO18235,SUP7646,2020-09-15,23593.15,Cancelled,Net 30,21
PO48777,SUP5061,2020-11-19,91994.16,Cancelled,Prepaid,10
PO28327,SUP7849,2000-05-26,13388.65,Cancelled,Net 30,17
PO20457,SUP3492,2021-09-09,51261.21,Received,Net 60,6
PO18758,SUP1445,2021-02-27,7448.42,Pending,Net 30,9
PO29694,SUP7786,2014-04-11,45335.46,Received,Net 30,24
PO39323,SUP4887,2004-02-06,18118.29,Pending,Prepaid,18
PO19595,SUP7287,2024-09-14,67614.51,Pending,Net 30,26
PO10885,SUP4887,2023-01-25,96254.26,Received,Prepaid,20
PO63994,SUP9747,2003-08-25,39248.67,Cancelled,Net 30,21
PO35404,SUP5822,2011-12-17,5734.11,Received,Net 30,24
PO40925,SUP5804,2002-04-13,28242.52,Cancelled,Net 30,9
PO86570,SUP2275,2012-11-17,46887.98,Pending,Net 30,18
PO27826,SUP4281,2019-10-25,37027.17,Pending,Prepaid,28
PO79973,SUP3112,2009-03-18,10191.28,Pending,Prepaid,10
PO33396,SUP5193,2005-09-15,96514.42,Cancelled,Net 30,13
PO89799,SUP9747,2003-06-09,11360.09,Pending,Net 60,30
PO38878,SUP2317,2021-06-20,52733.41,Received,Net 60,16
PO38467,SUP7849,2024-10-27,51876.34,Pending,Prepaid,23
PO69661,SUP6898,2021-10-25,22146.22,Received,Net 60,24
PO14155,SUP7098,2025-10-10,29870.28,Pending,Prepaid,23
PO94558,SUP7965,2001-10-13,91389.85,Pending,Net 60,22
PO38686,SUP1888,2020-10-06,74414.72,Cancelled,Net 30,27
PO74979,SUP7646,2001-03-02,93122.58,Cancelled,Net 60,9
PO84879,SUP3110,2018-03-21,79855.53,Pending,Net 60,25
PO59172,SUP5061,2003-01-24,57971.44,Pending,Net 60,25
PO19921,SUP3112,2013-08-17,92478.72,Received,Net 60,29
PO71265,SUP2275,2018-10-22,91599.21,Pending,Prepaid,16
PO76411,SUP4001,2002-10-23,7374.38,Pending,Net 60,25
PO58782,SUP7786,2007-03-05,592.73,Received,Prepaid,15
PO84517,SUP7098,2021-05-01,90743.35,Pending,Prepaid,6
PO42554,SUP2842,2023-11-08,93573.11,Received,Net 60,10
PO61264,SUP7304,2003-12-18,91218.48,Pending,Prepaid,8
PO75327,SUP9747,2020-12-27,91805.75,Pending,Prepaid,29
PO78845,SUP7646,2011-04-11,72827.18,Cancelled,Net 60,19
PO40427,SUP7109,2021-07-26,43370.43,Cancelled,Prepaid,12
PO97234,SUP2122,2002-09-11,78344.34,Pending,Net 30,28
PO36632,SUP8191,2023-03-18,37528.91,Pending,Net 30,28
PO33394,SUP7646,2024-12-16,42637.64,Received,Prepaid,17
PO37256,SUP4001,2025-12-13,18372.94,Received,Net 30,5
PO96895,SUP6660,2005-11-17,3373.66,Pending,Prepaid,27
PO77691,SUP2317,2009-03-05,63498.42,Cancelled,Net 30,30
PO60210,SUP6523,2011-02-06,55046.64,Received,Net 60,15
PO88284,SUP6660,2021-08-25,64449.31,Cancelled,Net 30,6
PO79373,SUP1888,2002-01-19,37784.63,Pending,Net 60,27
PO49990,SUP6508,2020-10-16,42368.12,Cancelled,Prepaid,23
PO25380,SUP8191,2019-01-13,4302.39,Cancelled,Prepaid,24
PO52590,SUP5961,2007-04-26,20832.01,Cancelled,Net 30,17
PO75144,SUP4887,2000-08-03,7646.27,Pending,Net 60,28
PO82719,SUP3650,2015-08-25,25514.92,Cancelled,Net 60,10
PO80766,SUP7849,2005-04-16,56630.21,Cancelled,Net 60,26
PO62291,SUP6508,2014-11-22,97250.97,Received,Net 30,7
PO59552,SUP7287,2017-11-24,69918.3,Cancelled,Net 30,18
PO35270,SUP3650,2015-02-02,34110.97,Pending,Prepaid,22
PO69536,SUP5804,2001-11-04,50123.74,Received,Net 60,15
PO63101,SUP7737,2003-02-27,60197.1,Cancelled,Prepaid,12
PO32738,SUP7304,2007-04-24,67519.54,Pending,Prepaid,23
PO27540,SUP7287,2005-09-23,16140.09,Cancelled,Net 30,24
PO27566,SUP7201,2022-07-19,43095.7,Received,Net 30,27
PO46343,SUP5193,2009-01-26,31671.95,Pending,Prepaid,24
PO62556,SUP4887,2003-06-22,74072.54,Received,Net 60,14
PO89820,SUP8191,2011-01-22,75800.43,Pending,Net 60,15
PO56778,SUP8497,2009-09-06,6856.63,Received,Net 60,13
PO38519,SUP3650,2016-11-07,11713.58,Pending,Net 60,13
PO10815,SUP4001,2000-06-06,92308.47,Cancelled,Prepaid,11
PO62132,SUP6523,2019-07-18,34334.47,Received,Net 30,15
PO83541,SUP8463,2005-10-20,58141.04,Received,Prepaid,5
PO18613,SUP7646,2018-12-08,66868.55,Cancelled,Prepaid,10
PO63831,SUP3110,2013-01-14,74002.08,Pending,Prepaid,21
PO73550,SUP1888,2016-07-10,20154.1,Pending,Net 60,22
PO10253,SUP9332,2003-12-23,98817.02,Cancelled,Net 60,24
PO41484,SUP5822,2004-04-28,76914.97,Pending,Net 30,25
PO53653,SUP7201,2006-07-14,30731.18,Cancelled,Net 30,24
PO89159,SUP2317,2011-11-04,33253.87,Received,Net 30,8
PO88515,SUP6523,2006-04-06,83709.03,Received,Prepaid,7
PO52686,SUP5822,2023-03-24,14395.89,Received,Net 60,26
PO93617,SUP4738,2002-10-05,22952.23,Cancelled,Prepaid,18
PO84362,SUP1445,2017-01-15,86146.81,Cancelled,Net 60,7
PO14945,SUP7287,2006-03-20,19099.3,Received,Net 60,24
PO96168,SUP7737,2009-10-16,36207.26,Received,Net 60,30
PO35375,SUP7109,2005-02-01,71100.0,Received,Net 60,30
PO24399,SUP7287,2001-06-02,25809.35,Cancelled,Prepaid,21
PO94773,SUP7098,2014-03-03,78897.47,Pending,Prepaid,26
PO95808,SUP4297,2011-08-02,3255.15,Received,Net 60,11
PO58515,SUP5061,2005-11-23,81656.6,Received,Net 30,20
PO94117,SUP6898,2006-05-03,90535.77,Received,Net 60,21
PO48888,SUP2275,2022-01-17,90886.96,Received,Prepaid,22
PO94711,SUP7737,2001-04-09,48422.9,Pending,Prepaid,10
PO28191,SUP7786,2023-03-27,43289.15,Pending,Net 30,26
PO50729,SUP8191,2004-04-01,10040.52,Cancelled,Net 60,30
PO34100,SUP6593,2010-10-19,80588.13,Cancelled,Net 60,27
PO43044,SUP5961,2017-06-26,36889.19,Pending,Net 30,11
PO92436,SUP5193,2020-04-27,62201.42,Received,Prepaid,20
PO14550,SUP7098,2009-05-02,81463.77,Cancelled,Net 60,29
PO57542,SUP9506,2013-07-17,18885.87,Pending,Net 60,14
PO54517,SUP4515,2024-11-02,55294.05,Pending,Net 30,21
PO51812,SUP7109,2012-12-22,37630.03,Cancelled,Net 30,30
PO89032,SUP4297,2005-08-10,50389.6,Received,Net 30,22
PO14042,SUP1445,2025-03-03,55714.16,Received,Prepaid,12
