Customer ID,Name,Contact Person,Phone,Email,Address,Industry Type,Purchase History
CUST6035,Customer 294,Contact 294,+1-555-024294,customer294@example.com,Address 294,Pharma,History 10
CUST7898,Customer 295,Contact 295,+1-555-025295,customer295@example.com,Address 295,Food,History 10
CUST2955,Customer 296,Contact 296,+1-555-026296,customer296@example.com,Address 296,Supplement,History 6
CUST2324,Customer 297,Contact 297,+1-555-027297,customer297@example.com,Address 297,Pharma,History 8
CUST2760,Customer 298,Contact 298,+1-555-028298,customer298@example.com,Address 298,Supplement,History 1
CUST6956,Customer 299,Contact 299,+1-555-029299,customer299@example.com,Address 299,Supplement,History 8
CUST3145,Customer 300,Contact 300,+1-555-020300,customer300@example.com,Address 300,Food,History 2
CUST4083,Customer 301,Contact 301,+1-555-021301,customer301@example.com,Address 301,Supplement,History 9
CUST2378,Customer 302,Contact 302,+1-555-022302,customer302@example.com,Address 302,Food,History 4
CUST6255,Customer 303,Contact 303,+1-555-023303,customer303@example.com,Address 303,Pharma,History 8
CUST5658,Customer 304,Contact 304,+1-555-024304,customer304@example.com,Address 304,Supplement,History 8
CUST6525,Customer 305,Contact 305,+1-555-025305,customer305@example.com,Address 305,Pharma,History 7
CUST3992,Customer 306,Contact 306,+1-555-026306,customer306@example.com,Address 306,Supplement,History 6
CUST3021,Customer 307,Contact 307,+1-555-027307,customer307@example.com,Address 307,Pharma,History 4
CUST4304,Customer 308,Contact 308,+1-555-028308,customer308@example.com,Address 308,Food,History 8
CUST8697,Customer 309,Contact 309,+1-555-029309,customer309@example.com,Address 309,Supplement,History 10
CUST6805,Customer 310,Contact 310,+1-555-020310,customer310@example.com,Address 310,Supplement,History 5
CUST3977,Customer 311,Contact 311,+1-555-021311,customer311@example.com,Address 311,Supplement,History 6
CUST5884,Customer 312,Contact 312,+1-555-022312,customer312@example.com,Address 312,Pharma,History 4
CUST5466,Customer 313,Contact 313,+1-555-023313,customer313@example.com,Address 313,Pharma,History 3
CUST5725,Customer 314,Contact 314,+1-555-024314,customer314@example.com,Address 314,Pharma,History 5
CUST5773,Customer 315,Contact 315,+1-555-025315,customer315@example.com,Address 315,Food,History 10
CUST4729,Customer 316,Contact 316,+1-555-026316,customer316@example.com,Address 316,Supplement,History 3
CUST4433,Customer 317,Contact 317,+1-555-027317,customer317@example.com,Address 317,Pharma,History 6
CUST5886,Customer 318,Contact 318,+1-555-028318,customer318@example.com,Address 318,Food,History 6
CUST4426,Customer 319,Contact 319,+1-555-029319,customer319@example.com,Address 319,Food,History 7
CUST2964,Customer 320,Contact 320,+1-555-020320,customer320@example.com,Address 320,Food,History 9
CUST8175,Customer 321,Contact 321,+1-555-021321,customer321@example.com,Address 321,Food,History 6
CUST8185,Customer 322,Contact 322,+1-555-022322,customer322@example.com,Address 322,Supplement,History 2
CUST1682,Customer 323,Contact 323,+1-555-023323,customer323@example.com,Address 323,Supplement,History 7
CUST4257,Customer 324,Contact 324,+1-555-024324,customer324@example.com,Address 324,Supplement,History 8
CUST2647,Customer 325,Contact 325,+1-555-025325,customer325@example.com,Address 325,Pharma,History 2
CUST1853,Customer 326,Contact 326,+1-555-026326,customer326@example.com,Address 326,Food,History 2
CUST3080,Customer 327,Contact 327,+1-555-027327,customer327@example.com,Address 327,Pharma,History 4
CUST4064,Customer 328,Contact 328,+1-555-028328,customer328@example.com,Address 328,Pharma,History 1
CUST2594,Customer 329,Contact 329,+1-555-029329,customer329@example.com,Address 329,Food,History 8
CUST7765,Customer 330,Contact 330,+1-555-020330,customer330@example.com,Address 330,Food,History 6
CUST6266,Customer 331,Contact 331,+1-555-021331,customer331@example.com,Address 331,Pharma,History 6
CUST2768,Customer 332,Contact 332,+1-555-022332,customer332@example.com,Address 332,Supplement,History 7
CUST6601,Customer 333,Contact 333,+1-555-023333,customer333@example.com,Address 333,Pharma,History 1
CUST2972,Customer 334,Contact 334,+1-555-024334,customer334@example.com,Address 334,Food,History 10
CUST2686,Customer 335,Contact 335,+1-555-025335,customer335@example.com,Address 335,Supplement,History 3
CUST8292,Customer 336,Contact 336,+1-555-026336,customer336@example.com,Address 336,Pharma,History 9
CUST8220,Customer 337,Contact 337,+1-555-027337,customer337@example.com,Address 337,Food,History 2
CUST2760,Customer 338,Contact 338,+1-555-028338,customer338@example.com,Address 338,Supplement,History 3
CUST6241,Customer 339,Contact 339,+1-555-029339,customer339@example.com,Address 339,Supplement,History 1
CUST2810,Customer 340,Contact 340,+1-555-020340,customer340@example.com,Address 340,Pharma,History 2
CUST3016,Customer 341,Contact 341,+1-555-021341,customer341@example.com,Address 341,Supplement,History 4
CUST3258,Customer 342,Contact 342,+1-555-022342,customer342@example.com,Address 342,Pharma,History 6
CUST4910,Customer 343,Contact 343,+1-555-023343,customer343@example.com,Address 343,Food,History 4
CUST5909,Customer 344,Contact 344,+1-555-024344,customer344@example.com,Address 344,Food,History 7
CUST1581,Customer 345,Contact 345,+1-555-025345,customer345@example.com,Address 345,Pharma,History 9
CUST2985,Customer 346,Contact 346,+1-555-026346,customer346@example.com,Address 346,Food,History 9
CUST2738,Customer 347,Contact 347,+1-555-027347,customer347@example.com,Address 347,Food,History 10
CUST3724,Customer 348,Contact 348,+1-555-028348,customer348@example.com,Address 348,Supplement,History 7
CUST1153,Customer 349,Contact 349,+1-555-029349,customer349@example.com,Address 349,Pharma,History 8
CUST9652,Customer 350,Contact 350,+1-555-020350,customer350@example.com,Address 350,Food,History 9
CUST7218,Customer 351,Contact 351,+1-555-021351,customer351@example.com,Address 351,Supplement,History 9
CUST3623,Customer 352,Contact 352,+1-555-022352,customer352@example.com,Address 352,Food,History 1
CUST9618,Customer 353,Contact 353,+1-555-023353,customer353@example.com,Address 353,Food,History 4
CUST6045,Customer 354,Contact 354,+1-555-024354,customer354@example.com,Address 354,Supplement,History 2
CUST7829,Customer 355,Contact 355,+1-555-025355,customer355@example.com,Address 355,Pharma,History 3
CUST2678,Customer 356,Contact 356,+1-555-026356,customer356@example.com,Address 356,Supplement,History 6
CUST6969,Customer 357,Contact 357,+1-555-027357,customer357@example.com,Address 357,Food,History 5
CUST8641,Customer 358,Contact 358,+1-555-028358,customer358@example.com,Address 358,Food,History 8
CUST4815,Customer 359,Contact 359,+1-555-029359,customer359@example.com,Address 359,Pharma,History 8
CUST3564,Customer 360,Contact 360,+1-555-020360,customer360@example.com,Address 360,Supplement,History 1
CUST3881,Customer 361,Contact 361,+1-555-021361,customer361@example.com,Address 361,Pharma,History 4
CUST4560,Customer 362,Contact 362,+1-555-022362,customer362@example.com,Address 362,Pharma,History 5
CUST2083,Customer 363,Contact 363,+1-555-023363,customer363@example.com,Address 363,Food,History 2
CUST8135,Customer 364,Contact 364,+1-555-024364,customer364@example.com,Address 364,Food,History 2
CUST5525,Customer 365,Contact 365,+1-555-025365,customer365@example.com,Address 365,Food,History 5
CUST5041,Customer 366,Contact 366,+1-555-026366,customer366@example.com,Address 366,Pharma,History 8
CUST8165,Customer 367,Contact 367,+1-555-027367,customer367@example.com,Address 367,Food,History 7
CUST5920,Customer 368,Contact 368,+1-555-028368,customer368@example.com,Address 368,Food,History 5
CUST9244,Customer 369,Contact 369,+1-555-029369,customer369@example.com,Address 369,Pharma,History 6
CUST4137,Customer 370,Contact 370,+1-555-020370,customer370@example.com,Address 370,Pharma,History 5
CUST8111,Customer 371,Contact 371,+1-555-021371,customer371@example.com,Address 371,Food,History 1
CUST6698,Customer 372,Contact 372,+1-555-022372,customer372@example.com,Address 372,Food,History 10
CUST8426,Customer 373,Contact 373,+1-555-023373,customer373@example.com,Address 373,Supplement,History 8
CUST4352,Customer 374,Contact 374,+1-555-024374,customer374@example.com,Address 374,Food,History 7
CUST4731,Customer 375,Contact 375,+1-555-025375,customer375@example.com,Address 375,Pharma,History 4
CUST6936,Customer 376,Contact 376,+1-555-026376,customer376@example.com,Address 376,Supplement,History 6
CUST9443,Customer 377,Contact 377,+1-555-027377,customer377@example.com,Address 377,Pharma,History 10
CUST9063,Customer 378,Contact 378,+1-555-028378,customer378@example.com,Address 378,Supplement,History 5
CUST3209,Customer 379,Contact 379,+1-555-029379,customer379@example.com,Address 379,Pharma,History 5
CUST9170,Customer 380,Contact 380,+1-555-020380,customer380@example.com,Address 380,Pharma,History 4
CUST5447,Customer 381,Contact 381,+1-555-021381,customer381@example.com,Address 381,Food,History 4
CUST3074,Customer 382,Contact 382,+1-555-022382,customer382@example.com,Address 382,Supplement,History 9
CUST1823,Customer 383,Contact 383,+1-555-023383,customer383@example.com,Address 383,Supplement,History 3
CUST9157,Customer 384,Contact 384,+1-555-024384,customer384@example.com,Address 384,Pharma,History 4
CUST7196,Customer 385,Contact 385,+1-555-025385,customer385@example.com,Address 385,Food,History 9
CUST3577,Customer 386,Contact 386,+1-555-026386,customer386@example.com,Address 386,Pharma,History 2
CUST8827,Customer 387,Contact 387,+1-555-027387,customer387@example.com,Address 387,Pharma,History 5
CUST3058,Customer 388,Contact 388,+1-555-028388,customer388@example.com,Address 388,Food,History 2
CUST3064,Customer 389,Contact 389,+1-555-029389,customer389@example.com,Address 389,Supplement,History 8
CUST5708,Customer 390,Contact 390,+1-555-020390,customer390@example.com,Address 390,Supplement,History 8
CUST5142,Customer 391,Contact 391,+1-555-021391,customer391@example.com,Address 391,Pharma,History 8
CUST1399,Customer 392,Contact 392,+1-555-022392,customer392@example.com,Address 392,Pharma,History 7
CUST8560,Customer 393,Contact 393,+1-555-023393,customer393@example.com,Address 393,Supplement,History 4
CUST5412,Customer 394,Contact 394,+1-555-024394,customer394@example.com,Address 394,Supplement,History 7
CUST9198,Customer 395,Contact 395,+1-555-025395,customer395@example.com,Address 395,Food,History 7
CUST8744,Customer 396,Contact 396,+1-555-026396,customer396@example.com,Address 396,Food,History 10
CUST9551,Customer 397,Contact 397,+1-555-027397,customer397@example.com,Address 397,Pharma,History 9
CUST8076,Customer 398,Contact 398,+1-555-028398,customer398@example.com,Address 398,Food,History 10
CUST6878,Customer 399,Contact 399,+1-555-029399,customer399@example.com,Address 399,Pharma,History 1
CUST3955,Customer 400,Contact 400,+1-555-020400,customer400@example.com,Address 400,Food,History 9
CUST9433,Customer 401,Contact 401,+1-555-021401,customer401@example.com,Address 401,Pharma,History 6
CUST9438,Customer 402,Contact 402,+1-555-022402,customer402@example.com,Address 402,Food,History 3
CUST7276,Customer 403,Contact 403,+1-555-023403,customer403@example.com,Address 403,Supplement,History 9
CUST5595,Customer 404,Contact 404,+1-555-024404,customer404@example.com,Address 404,Supplement,History 6
CUST7903,Customer 405,Contact 405,+1-555-025405,customer405@example.com,Address 405,Food,History 9
CUST4800,Customer 406,Contact 406,+1-555-026406,customer406@example.com,Address 406,Food,History 3
CUST4649,Customer 407,Contact 407,+1-555-027407,customer407@example.com,Address 407,Supplement,History 2
CUST7745,Customer 408,Contact 408,+1-555-028408,customer408@example.com,Address 408,Food,History 5
CUST3780,Customer 409,Contact 409,+1-555-029409,customer409@example.com,Address 409,Pharma,History 4
CUST9823,Customer 410,Contact 410,+1-555-020410,customer410@example.com,Address 410,Food,History 8
CUST5095,Customer 411,Contact 411,+1-555-021411,customer411@example.com,Address 411,Pharma,History 3
CUST8692,Customer 412,Contact 412,+1-555-022412,customer412@example.com,Address 412,Supplement,History 8
CUST8117,Customer 413,Contact 413,+1-555-023413,customer413@example.com,Address 413,Food,History 1
CUST3952,Customer 414,Contact 414,+1-555-024414,customer414@example.com,Address 414,Pharma,History 9
CUST2861,Customer 415,Contact 415,+1-555-025415,customer415@example.com,Address 415,Food,History 9
CUST6989,Customer 416,Contact 416,+1-555-026416,customer416@example.com,Address 416,Pharma,History 7
CUST5613,Customer 417,Contact 417,+1-555-027417,customer417@example.com,Address 417,Pharma,History 1
CUST1973,Customer 418,Contact 418,+1-555-028418,customer418@example.com,Address 418,Food,History 8
CUST1863,Customer 419,Contact 419,+1-555-029419,customer419@example.com,Address 419,Supplement,History 9
CUST9976,Customer 420,Contact 420,+1-555-020420,customer420@example.com,Address 420,Supplement,History 2
CUST4134,Customer 421,Contact 421,+1-555-021421,customer421@example.com,Address 421,Pharma,History 1
CUST1008,Customer 422,Contact 422,+1-555-022422,customer422@example.com,Address 422,Pharma,History 9
CUST6474,Customer 423,Contact 423,+1-555-023423,customer423@example.com,Address 423,Supplement,History 9
CUST3418,Customer 424,Contact 424,+1-555-024424,customer424@example.com,Address 424,Supplement,History 7
CUST9500,Customer 425,Contact 425,+1-555-025425,customer425@example.com,Address 425,Supplement,History 4
CUST1873,Customer 426,Contact 426,+1-555-026426,customer426@example.com,Address 426,Food,History 7
CUST6533,Customer 427,Contact 427,+1-555-027427,customer427@example.com,Address 427,Pharma,History 1
CUST6007,Customer 428,Contact 428,+1-555-028428,customer428@example.com,Address 428,Supplement,History 10
CUST6329,Customer 429,Contact 429,+1-555-029429,customer429@example.com,Address 429,Pharma,History 7
CUST3101,Customer 430,Contact 430,+1-555-020430,customer430@example.com,Address 430,Supplement,History 9
CUST1599,Customer 431,Contact 431,+1-555-021431,customer431@example.com,Address 431,Pharma,History 3
CUST1010,Customer 432,Contact 432,+1-555-022432,customer432@example.com,Address 432,Food,History 5
CUST4581,Customer 433,Contact 433,+1-555-023433,customer433@example.com,Address 433,Food,History 2
CUST7723,Customer 434,Contact 434,+1-555-024434,customer434@example.com,Address 434,Pharma,History 9
CUST3186,Customer 435,Contact 435,+1-555-025435,customer435@example.com,Address 435,Pharma,History 2
CUST2069,Customer 436,Contact 436,+1-555-026436,customer436@example.com,Address 436,Food,History 8
CUST3992,Customer 437,Contact 437,+1-555-027437,customer437@example.com,Address 437,Food,History 9
CUST6003,Customer 438,Contact 438,+1-555-028438,customer438@example.com,Address 438,Food,History 6
CUST8534,Customer 439,Contact 439,+1-555-029439,customer439@example.com,Address 439,Pharma,History 1
CUST3112,Customer 440,Contact 440,+1-555-020440,customer440@example.com,Address 440,Food,History 5
CUST8703,Customer 441,Contact 441,+1-555-021441,customer441@example.com,Address 441,Supplement,History 9
CUST5935,Customer 442,Contact 442,+1-555-022442,customer442@example.com,Address 442,Pharma,History 10
CUST8680,Customer 443,Contact 443,+1-555-023443,customer443@example.com,Address 443,Pharma,History 4
CUST5781,Customer 444,Contact 444,+1-555-024444,customer444@example.com,Address 444,Pharma,History 10
CUST7593,Customer 445,Contact 445,+1-555-025445,customer445@example.com,Address 445,Supplement,History 6
CUST4521,Customer 446,Contact 446,+1-555-026446,customer446@example.com,Address 446,Supplement,History 6
CUST1334,Customer 447,Contact 447,+1-555-027447,customer447@example.com,Address 447,Food,History 4
CUST3632,Customer 448,Contact 448,+1-555-028448,customer448@example.com,Address 448,Supplement,History 10
CUST2305,Customer 449,Contact 449,+1-555-029449,customer449@example.com,Address 449,Food,History 7
CUST6398,Customer 450,Contact 450,+1-555-020450,customer450@example.com,Address 450,Food,History 8
CUST6373,Customer 451,Contact 451,+1-555-021451,customer451@example.com,Address 451,Supplement,History 2
CUST3849,Customer 452,Contact 452,+1-555-022452,customer452@example.com,Address 452,Supplement,History 6
CUST9243,Customer 453,Contact 453,+1-555-023453,customer453@example.com,Address 453,Food,History 6
CUST8076,Customer 454,Contact 454,+1-555-024454,customer454@example.com,Address 454,Supplement,History 9
CUST9847,Customer 455,Contact 455,+1-555-025455,customer455@example.com,Address 455,Food,History 9
CUST1823,Customer 456,Contact 456,+1-555-026456,customer456@example.com,Address 456,Pharma,History 4
CUST8214,Customer 457,Contact 457,+1-555-027457,customer457@example.com,Address 457,Food,History 3
CUST9951,Customer 458,Contact 458,+1-555-028458,customer458@example.com,Address 458,Pharma,History 1
CUST9473,Customer 459,Contact 459,+1-555-029459,customer459@example.com,Address 459,Supplement,History 7
CUST5308,Customer 460,Contact 460,+1-555-020460,customer460@example.com,Address 460,Food,History 8
CUST4712,Customer 461,Contact 461,+1-555-021461,customer461@example.com,Address 461,Pharma,History 7
CUST8769,Customer 462,Contact 462,+1-555-022462,customer462@example.com,Address 462,Supplement,History 2
CUST4137,Customer 463,Contact 463,+1-555-023463,customer463@example.com,Address 463,Pharma,History 8
CUST5516,Customer 464,Contact 464,+1-555-024464,customer464@example.com,Address 464,Supplement,History 6
CUST5153,Customer 465,Contact 465,+1-555-025465,customer465@example.com,Address 465,Food,History 3
CUST5588,Customer 466,Contact 466,+1-555-026466,customer466@example.com,Address 466,Food,History 9
CUST1732,Customer 467,Contact 467,+1-555-027467,customer467@example.com,Address 467,Supplement,History 9
CUST3545,Customer 468,Contact 468,+1-555-028468,customer468@example.com,Address 468,Pharma,History 9
CUST9575,Customer 469,Contact 469,+1-555-029469,customer469@example.com,Address 469,Pharma,History 8
CUST9541,Customer 470,Contact 470,+1-555-020470,customer470@example.com,Address 470,Food,History 2
CUST7918,Customer 471,Contact 471,+1-555-021471,customer471@example.com,Address 471,Food,History 7
CUST7756,Customer 472,Contact 472,+1-555-022472,customer472@example.com,Address 472,Food,History 9
CUST2784,Customer 473,Contact 473,+1-555-023473,customer473@example.com,Address 473,Pharma,History 10
CUST1384,Customer 474,Contact 474,+1-555-024474,customer474@example.com,Address 474,Supplement,History 9
CUST6428,Customer 475,Contact 475,+1-555-025475,customer475@example.com,Address 475,Food,History 7
CUST7213,Customer 476,Contact 476,+1-555-026476,customer476@example.com,Address 476,Food,History 5
CUST9066,Customer 477,Contact 477,+1-555-027477,customer477@example.com,Address 477,Supplement,History 6
CUST8933,Customer 478,Contact 478,+1-555-028478,customer478@example.com,Address 478,Supplement,History 1
CUST8133,Customer 479,Contact 479,+1-555-029479,customer479@example.com,Address 479,Food,History 9
CUST1580,Customer 480,Contact 480,+1-555-020480,customer480@example.com,Address 480,Supplement,History 4
CUST9729,Customer 481,Contact 481,+1-555-021481,customer481@example.com,Address 481,Food,History 4
CUST9420,Customer 482,Contact 482,+1-555-022482,customer482@example.com,Address 482,Food,History 7
CUST3156,Customer 483,Contact 483,+1-555-023483,customer483@example.com,Address 483,Pharma,History 4
CUST8641,Customer 484,Contact 484,+1-555-024484,customer484@example.com,Address 484,Supplement,History 8
CUST9817,Customer 485,Contact 485,+1-555-025485,customer485@example.com,Address 485,Pharma,History 8
CUST5110,Customer 486,Contact 486,+1-555-026486,customer486@example.com,Address 486,Supplement,History 4
CUST5452,Customer 487,Contact 487,+1-555-027487,customer487@example.com,Address 487,Food,History 1
CUST5210,Customer 488,Contact 488,+1-555-028488,customer488@example.com,Address 488,Food,History 4
CUST1217,Customer 489,Contact 489,+1-555-029489,customer489@example.com,Address 489,Pharma,History 3
CUST6401,Customer 490,Contact 490,+1-555-020490,customer490@example.com,Address 490,Pharma,History 8
CUST3344,Customer 491,Contact 491,+1-555-021491,customer491@example.com,Address 491,Food,History 10
CUST4544,Customer 492,Contact 492,+1-555-022492,customer492@example.com,Address 492,Supplement,History 10
CUST7736,Customer 493,Contact 493,+1-555-023493,customer493@example.com,Address 493,Supplement,History 2
CUST9165,Customer 494,Contact 494,+1-555-024494,customer494@example.com,Address 494,Supplement,History 7
CUST3897,Customer 495,Contact 495,+1-555-025495,customer495@example.com,Address 495,Food,History 2
CUST8966,Customer 496,Contact 496,+1-555-026496,customer496@example.com,Address 496,Supplement,History 1
CUST7475,Customer 497,Contact 497,+1-555-027497,customer497@example.com,Address 497,Supplement,History 7
CUST8228,Customer 498,Contact 498,+1-555-028498,customer498@example.com,Address 498,Pharma,History 8
CUST1656,Customer 499,Contact 499,+1-555-029499,customer499@example.com,Address 499,Supplement,History 1
CUST3334,Customer 500,Contact 500,+1-555-020500,customer500@example.com,Address 500,Food,History 10
